"phase" "subject" "activityName" "variable" "mean"
"TEST" 12 "SITTING" "tGravityAcc-mean()-Y" 0.0830509010823529
"TEST" 12 "SITTING" "tGravityAcc-mean()-Z" 0.0885640696078431
"TEST" 12 "SITTING" "tGravityAcc-std()-X" -0.985203642352941
"TEST" 12 "SITTING" "tGravityAcc-std()-Y" -0.963641979215686
"TEST" 12 "SITTING" "tGravityAcc-std()-Z" -0.956208629607843
"TEST" 12 "SITTING" "tBodyAccJerk-mean()-X" 0.0771277656078431
"TEST" 12 "SITTING" "tBodyAccJerk-mean()-Y" 0.0105990504054902
"TEST" 12 "SITTING" "tBodyAccJerk-mean()-Z" -0.0020457599227451
"TEST" 12 "SITTING" "tBodyAccJerk-std()-X" -0.976494200784314
"TEST" 12 "SITTING" "tBodyAccJerk-std()-Y" -0.964047461568627
"TEST" 12 "SITTING" "tBodyAccJerk-std()-Z" -0.97911346627451
"TEST" 12 "SITTING" "tBodyGyro-mean()-X" -0.0424159182941176
"TEST" 12 "SITTING" "tBodyGyro-mean()-Y" -0.0751980398235294
"TEST" 12 "SITTING" "tBodyGyro-mean()-Z" 0.0728462158235294
"TEST" 12 "SITTING" "tBodyGyro-std()-X" -0.974425351960784
"TEST" 12 "SITTING" "tBodyGyro-std()-Y" -0.960497127647059
"TEST" 12 "SITTING" "tBodyGyro-std()-Z" -0.951552533137255
"TEST" 12 "SITTING" "tBodyGyroJerk-mean()-X" -0.0941023489803922
"TEST" 12 "SITTING" "tBodyGyroJerk-mean()-Y" -0.0387477474705882
"TEST" 12 "SITTING" "tBodyGyroJerk-mean()-Z" -0.0515634091411765
"TEST" 12 "SITTING" "tBodyGyroJerk-std()-X" -0.977329927254902
"TEST" 12 "SITTING" "tBodyGyroJerk-std()-Y" -0.979347830784314
"TEST" 12 "SITTING" "tBodyGyroJerk-std()-Z" -0.977138953921569
"TEST" 12 "SITTING" "tBodyAccMag-mean()" -0.952176621372549
"TEST" 12 "SITTING" "tBodyAccMag-std()" -0.947517100196078
"TEST" 12 "SITTING" "tGravityAccMag-mean()" -0.952176621372549
"TEST" 12 "SITTING" "tGravityAccMag-std()" -0.947517100196078
"TEST" 12 "SITTING" "tBodyAccJerkMag-mean()" -0.974734489803922
"TEST" 12 "SITTING" "tBodyAccJerkMag-std()" -0.972745892745098
"TEST" 12 "SITTING" "tBodyGyroMag-mean()" -0.941907240784314
"TEST" 12 "SITTING" "tBodyGyroMag-std()" -0.946769241568627
"TEST" 12 "SITTING" "tBodyGyroJerkMag-mean()" -0.980392337647059
"TEST" 12 "SITTING" "tBodyGyroJerkMag-std()" -0.978260535882353
"TEST" 12 "SITTING" "fBodyAcc-mean()-X" -0.97966614372549
"TEST" 12 "SITTING" "fBodyAcc-mean()-Y" -0.942768016862745
"TEST" 12 "SITTING" "fBodyAcc-mean()-Z" -0.954626628823529
"TEST" 12 "SITTING" "fBodyAcc-std()-X" -0.98399947745098
"TEST" 12 "SITTING" "fBodyAcc-std()-Y" -0.926033975686275
"TEST" 12 "SITTING" "fBodyAcc-std()-Z" -0.935916958235294
"TEST" 12 "SITTING" "fBodyAcc-meanFreq()-X" 0.0326699716633333
"TEST" 12 "SITTING" "fBodyAcc-meanFreq()-Y" 0.00241516259019608
"TEST" 12 "SITTING" "fBodyAcc-meanFreq()-Z" -0.0226159354313725
"TEST" 12 "SITTING" "fBodyAccJerk-mean()-X" -0.977109887058824
"TEST" 12 "SITTING" "fBodyAccJerk-mean()-Y" -0.964236191372549
"TEST" 12 "SITTING" "fBodyAccJerk-mean()-Z" -0.975551564117647
"TEST" 12 "SITTING" "fBodyAccJerk-std()-X" -0.977980349019608
"TEST" 12 "SITTING" "fBodyAccJerk-std()-Y" -0.966538919607843
"TEST" 12 "SITTING" "fBodyAccJerk-std()-Z" -0.981408871764706
"TEST" 12 "SITTING" "fBodyAccJerk-meanFreq()-X" 0.138129939916471
"TEST" 12 "SITTING" "fBodyAccJerk-meanFreq()-Y" -0.098733235372549
"TEST" 12 "SITTING" "fBodyAccJerk-meanFreq()-Z" -0.0568306535470588
"TEST" 12 "SITTING" "fBodyGyro-mean()-X" -0.968528985294118
"TEST" 12 "SITTING" "fBodyGyro-mean()-Y" -0.963725248823529
"TEST" 12 "SITTING" "fBodyGyro-mean()-Z" -0.955718183921569
"TEST" 12 "SITTING" "fBodyGyro-std()-X" -0.976339901372549
"TEST" 12 "SITTING" "fBodyGyro-std()-Y" -0.959040695686274
"TEST" 12 "SITTING" "fBodyGyro-std()-Z" -0.954769877647059
"TEST" 12 "SITTING" "fBodyGyro-meanFreq()-X" -0.0625086985784314
"TEST" 12 "SITTING" "fBodyGyro-meanFreq()-Y" -0.1941602972
"TEST" 12 "SITTING" "fBodyGyro-meanFreq()-Z" -0.080845100272549
"TEST" 12 "SITTING" "fBodyAccMag-mean()" -0.955944253137255
"TEST" 12 "SITTING" "fBodyAccMag-std()" -0.950647188823529
"TEST" 12 "SITTING" "fBodyAccMag-meanFreq()" 0.00487835794117647
"TEST" 12 "SITTING" "fBodyBodyAccJerkMag-mean()" -0.971715268627451
"TEST" 12 "SITTING" "fBodyBodyAccJerkMag-std()" -0.972951443333333
"TEST" 12 "SITTING" "fBodyBodyAccJerkMag-meanFreq()" 0.255191492990196
"TEST" 12 "SITTING" "fBodyBodyGyroMag-mean()" -0.958511866666667
"TEST" 12 "SITTING" "fBodyBodyGyroMag-std()" -0.948460978823529
"TEST" 12 "SITTING" "fBodyBodyGyroMag-meanFreq()" -0.111982191447059
"TEST" 12 "SITTING" "fBodyBodyGyroJerkMag-mean()" -0.97848445372549
"TEST" 12 "SITTING" "fBodyBodyGyroJerkMag-std()" -0.979256387058824
"TEST" 12 "SITTING" "fBodyBodyGyroJerkMag-meanFreq()" 0.161268230154706
"TEST" 12 "STANDING" "tBodyAcc-mean()-X" 0.277405834918033
"TEST" 12 "STANDING" "tBodyAcc-mean()-Y" -0.0169002543196721
"TEST" 12 "STANDING" "tBodyAcc-mean()-Z" -0.105526999754098
"TEST" 12 "STANDING" "tBodyAcc-std()-X" -0.981243992459016
"TEST" 12 "STANDING" "tBodyAcc-std()-Y" -0.923140254098361
"TEST" 12 "STANDING" "tBodyAcc-std()-Z" -0.920684800114754
"TEST" 12 "STANDING" "tGravityAcc-mean()-X" 0.957317821803279
"TEST" 12 "STANDING" "tGravityAcc-mean()-Y" -0.21886535557377
"TEST" 12 "STANDING" "tGravityAcc-mean()-Z" -0.0395382767304918
"TEST" 12 "STANDING" "tGravityAcc-std()-X" -0.985314210491803
"TEST" 12 "STANDING" "tGravityAcc-std()-Y" -0.970482614590164
"TEST" 12 "STANDING" "tGravityAcc-std()-Z" -0.939534099016393
"TEST" 12 "STANDING" "tBodyAccJerk-mean()-X" 0.0744631761967213
"TEST" 12 "STANDING" "tBodyAccJerk-mean()-Y" 0.0100480041062295
"TEST" 12 "STANDING" "tBodyAccJerk-mean()-Z" -0.00788131384131148
"TEST" 12 "STANDING" "tBodyAccJerk-std()-X" -0.972440195081967
"TEST" 12 "STANDING" "tBodyAccJerk-std()-Y" -0.953203115409836
"TEST" 12 "STANDING" "tBodyAccJerk-std()-Z" -0.975556976885246
"TEST" 12 "STANDING" "tBodyGyro-mean()-X" -0.0300030427426229
"TEST" 12 "STANDING" "tBodyGyro-mean()-Y" -0.0700083750360656
"TEST" 12 "STANDING" "tBodyGyro-mean()-Z" 0.074256819
"TEST" 12 "STANDING" "tBodyGyro-std()-X" -0.883655251803279
"TEST" 12 "STANDING" "tBodyGyro-std()-Y" -0.941469207540984
"TEST" 12 "STANDING" "tBodyGyro-std()-Z" -0.950364757540984
"TEST" 12 "STANDING" "tBodyGyroJerk-mean()-X" -0.0976380412377049
"TEST" 12 "STANDING" "tBodyGyroJerk-mean()-Y" -0.0409520826508197
"TEST" 12 "STANDING" "tBodyGyroJerk-mean()-Z" -0.0482863736885246
"TEST" 12 "STANDING" "tBodyGyroJerk-std()-X" -0.955415641803279
"TEST" 12 "STANDING" "tBodyGyroJerk-std()-Y" -0.971195487377049
"TEST" 12 "STANDING" "tBodyGyroJerk-std()-Z" -0.973689389672131
"TEST" 12 "STANDING" "tBodyAccMag-mean()" -0.941459935081967
"TEST" 12 "STANDING" "tBodyAccMag-std()" -0.935232945245902
"TEST" 12 "STANDING" "tGravityAccMag-mean()" -0.941459935081967
"TEST" 12 "STANDING" "tGravityAccMag-std()" -0.935232945245902
"TEST" 12 "STANDING" "tBodyAccJerkMag-mean()" -0.968790683278689
"TEST" 12 "STANDING" "tBodyAccJerkMag-std()" -0.962678857213115
"TEST" 12 "STANDING" "tBodyGyroMag-mean()" -0.888101372786885
"TEST" 12 "STANDING" "tBodyGyroMag-std()" -0.852271618032787
"TEST" 12 "STANDING" "tBodyGyroJerkMag-mean()" -0.969289973606557
"TEST" 12 "STANDING" "tBodyGyroJerkMag-std()" -0.961923171967213
"TEST" 12 "STANDING" "fBodyAcc-mean()-X" -0.976469472295082
"TEST" 12 "STANDING" "fBodyAcc-mean()-Y" -0.932775677704918
"TEST" 12 "STANDING" "fBodyAcc-mean()-Z" -0.947178200163934
"TEST" 12 "STANDING" "fBodyAcc-std()-X" -0.983647207377049
"TEST" 12 "STANDING" "fBodyAcc-std()-Y" -0.922852028360656
"TEST" 12 "STANDING" "fBodyAcc-std()-Z" -0.914189183770492
"TEST" 12 "STANDING" "fBodyAcc-meanFreq()-X" 0.0636237568327869
"TEST" 12 "STANDING" "fBodyAcc-meanFreq()-Y" -0.0493281733262295
"TEST" 12 "STANDING" "fBodyAcc-meanFreq()-Z" 0.0798244568180328
"TEST" 12 "STANDING" "fBodyAccJerk-mean()-X" -0.971971634098361
"TEST" 12 "STANDING" "fBodyAccJerk-mean()-Y" -0.95329178
"TEST" 12 "STANDING" "fBodyAccJerk-mean()-Z" -0.971122527868852
"TEST" 12 "STANDING" "fBodyAccJerk-std()-X" -0.975581439016393
"TEST" 12 "STANDING" "fBodyAccJerk-std()-Y" -0.95666634442623
"TEST" 12 "STANDING" "fBodyAccJerk-std()-Z" -0.978792832786885
"TEST" 12 "STANDING" "fBodyAccJerk-meanFreq()-X" 0.230672593114754
"TEST" 12 "STANDING" "fBodyAccJerk-meanFreq()-Y" -0.174967084639344
"TEST" 12 "STANDING" "fBodyAccJerk-meanFreq()-Z" 0.0113820599131148
"TEST" 12 "STANDING" "fBodyGyro-mean()-X" -0.890292711147541
"TEST" 12 "STANDING" "fBodyGyro-mean()-Y" -0.948251856721312
"TEST" 12 "STANDING" "fBodyGyro-mean()-Z" -0.95260195295082
"TEST" 12 "STANDING" "fBodyGyro-std()-X" -0.884385204098361
"TEST" 12 "STANDING" "fBodyGyro-std()-Y" -0.938529853770492
"TEST" 12 "STANDING" "fBodyGyro-std()-Z" -0.954335764426229
"TEST" 12 "STANDING" "fBodyGyro-meanFreq()-X" -0.241064349721311
"TEST" 12 "STANDING" "fBodyGyro-meanFreq()-Y" -0.143868272885738
"TEST" 12 "STANDING" "fBodyGyro-meanFreq()-Z" -0.130538981132787
"TEST" 12 "STANDING" "fBodyAccMag-mean()" -0.945217802786885
"TEST" 12 "STANDING" "fBodyAccMag-std()" -0.939741929016393
"TEST" 12 "STANDING" "fBodyAccMag-meanFreq()" 0.0468988697540984
"TEST" 12 "STANDING" "fBodyBodyAccJerkMag-mean()" -0.960859009508197
"TEST" 12 "STANDING" "fBodyBodyAccJerkMag-std()" -0.964145595245902
"TEST" 12 "STANDING" "fBodyBodyAccJerkMag-meanFreq()" 0.176598692655738
"TEST" 12 "STANDING" "fBodyBodyGyroMag-mean()" -0.902356765573771
"TEST" 12 "STANDING" "fBodyBodyGyroMag-std()" -0.850033171967213
"TEST" 12 "STANDING" "fBodyBodyGyroMag-meanFreq()" -0.261496565898361
"TEST" 12 "STANDING" "fBodyBodyGyroJerkMag-mean()" -0.963059791967213
"TEST" 12 "STANDING" "fBodyBodyGyroJerkMag-std()" -0.962909739016393
"TEST" 12 "STANDING" "fBodyBodyGyroJerkMag-meanFreq()" 0.0162815453606557
"TEST" 12 "WALKING" "tBodyAcc-mean()-X" 0.2771286656
"TEST" 12 "WALKING" "tBodyAcc-mean()-Y" -0.015560927606
"TEST" 12 "WALKING" "tBodyAcc-mean()-Z" -0.10316110632
"TEST" 12 "WALKING" "tBodyAcc-std()-X" -0.128898533096
"TEST" 12 "WALKING" "tBodyAcc-std()-Y" -0.122783290008
"TEST" 12 "WALKING" "tBodyAcc-std()-Z" -0.4106060626
"TEST" 12 "WALKING" "tGravityAcc-mean()-X" 0.9668735148
"TEST" 12 "WALKING" "tGravityAcc-mean()-Y" -0.1559834498
"TEST" 12 "WALKING" "tGravityAcc-mean()-Z" -0.03608428788
"TEST" 12 "WALKING" "tGravityAcc-std()-X" -0.97911312
"TEST" 12 "WALKING" "tGravityAcc-std()-Y" -0.9646191738
"TEST" 12 "WALKING" "tGravityAcc-std()-Z" -0.9502762272
"TEST" 12 "WALKING" "tBodyAccJerk-mean()-X" 0.045764401482
"TEST" 12 "WALKING" "tBodyAccJerk-mean()-Y" 0.0197766948336
"TEST" 12 "WALKING" "tBodyAccJerk-mean()-Z" 0.005025870328
"TEST" 12 "WALKING" "tBodyAccJerk-std()-X" -0.01350661106
"TEST" 12 "WALKING" "tBodyAccJerk-std()-Y" -0.089404968585
"TEST" 12 "WALKING" "tBodyAccJerk-std()-Z" -0.512276838
"TEST" 12 "WALKING" "tBodyGyro-mean()-X" -0.1045136708758
"TEST" 12 "WALKING" "tBodyGyro-mean()-Y" -0.03442910782
"TEST" 12 "WALKING" "tBodyGyro-mean()-Z" 0.0999739123004
"TEST" 12 "WALKING" "tBodyGyro-std()-X" -0.5462634706
"TEST" 12 "WALKING" "tBodyGyro-std()-Y" -0.4494013978
"TEST" 12 "WALKING" "tBodyGyro-std()-Z" -0.35017028664
"TEST" 12 "WALKING" "tBodyGyroJerk-mean()-X" -0.06223893174
"TEST" 12 "WALKING" "tBodyGyroJerk-mean()-Y" -0.049852604592
"TEST" 12 "WALKING" "tBodyGyroJerk-mean()-Z" -0.0467338151926
"TEST" 12 "WALKING" "tBodyGyroJerk-std()-X" -0.3908072382
"TEST" 12 "WALKING" "tBodyGyroJerk-std()-Y" -0.581290691
"TEST" 12 "WALKING" "tBodyGyroJerk-std()-Z" -0.4806421996
"TEST" 12 "WALKING" "tBodyAccMag-mean()" -0.102204550448
"TEST" 12 "WALKING" "tBodyAccMag-std()" -0.23697286882
"TEST" 12 "WALKING" "tGravityAccMag-mean()" -0.102204550448
"TEST" 12 "WALKING" "tGravityAccMag-std()" -0.23697286882
"TEST" 12 "WALKING" "tBodyAccJerkMag-mean()" -0.144064922688
"TEST" 12 "WALKING" "tBodyAccJerkMag-std()" -0.02028505044
"TEST" 12 "WALKING" "tBodyGyroMag-mean()" -0.35593036512
"TEST" 12 "WALKING" "tBodyGyroMag-std()" -0.4132083408
"TEST" 12 "WALKING" "tBodyGyroJerkMag-mean()" -0.5174937754
"TEST" 12 "WALKING" "tBodyGyroJerkMag-std()" -0.5488904506
"TEST" 12 "WALKING" "fBodyAcc-mean()-X" -0.05435763951
"TEST" 12 "WALKING" "fBodyAcc-mean()-Y" -0.071302455092
"TEST" 12 "WALKING" "fBodyAcc-mean()-Z" -0.4223253002
"TEST" 12 "WALKING" "fBodyAcc-std()-X" -0.160707260634
"TEST" 12 "WALKING" "fBodyAcc-std()-Y" -0.20851528006
"TEST" 12 "WALKING" "fBodyAcc-std()-Z" -0.4521466944
"TEST" 12 "WALKING" "fBodyAcc-meanFreq()-X" -0.26142601202
"TEST" 12 "WALKING" "fBodyAcc-meanFreq()-Y" 0.149107488714
"TEST" 12 "WALKING" "fBodyAcc-meanFreq()-Z" 0.17080294938
"TEST" 12 "WALKING" "fBodyAccJerk-mean()-X" -0.08161979534
"TEST" 12 "WALKING" "fBodyAccJerk-mean()-Y" -0.1413740705982
"TEST" 12 "WALKING" "fBodyAccJerk-mean()-Z" -0.4913861728
"TEST" 12 "WALKING" "fBodyAccJerk-std()-X" -0.03105929456
"TEST" 12 "WALKING" "fBodyAccJerk-std()-Y" -0.094056408433
"TEST" 12 "WALKING" "fBodyAccJerk-std()-Z" -0.5314863218
"TEST" 12 "WALKING" "fBodyAccJerk-meanFreq()-X" -0.2811065665
"TEST" 12 "WALKING" "fBodyAccJerk-meanFreq()-Y" -0.22346071292
"TEST" 12 "WALKING" "fBodyAccJerk-meanFreq()-Z" -0.18200755164
"TEST" 12 "WALKING" "fBodyGyro-mean()-X" -0.4019759318
"TEST" 12 "WALKING" "fBodyGyro-mean()-Y" -0.4678863378
"TEST" 12 "WALKING" "fBodyGyro-mean()-Z" -0.31728248436
"TEST" 12 "WALKING" "fBodyGyro-std()-X" -0.5931428818
"TEST" 12 "WALKING" "fBodyGyro-std()-Y" -0.4437983296
"TEST" 12 "WALKING" "fBodyGyro-std()-Z" -0.4222565212
"TEST" 12 "WALKING" "fBodyGyro-meanFreq()-X" 0.020408840122
"TEST" 12 "WALKING" "fBodyGyro-meanFreq()-Y" -0.025458442506
"TEST" 12 "WALKING" "fBodyGyro-meanFreq()-Z" -0.027904118422
"TEST" 12 "WALKING" "fBodyAccMag-mean()" -0.153116002784
"TEST" 12 "WALKING" "fBodyAccMag-std()" -0.4088962994
"TEST" 12 "WALKING" "fBodyAccMag-meanFreq()" 0.25226775306
"TEST" 12 "WALKING" "fBodyBodyAccJerkMag-mean()" -0.029912425338
"TEST" 12 "WALKING" "fBodyBodyAccJerkMag-std()" -0.013953908696
"TEST" 12 "WALKING" "fBodyBodyAccJerkMag-meanFreq()" 0.018449461946
"TEST" 12 "WALKING" "fBodyBodyGyroMag-mean()" -0.442503784
"TEST" 12 "WALKING" "fBodyBodyGyroMag-std()" -0.4948022154
"TEST" 12 "WALKING" "fBodyBodyGyroMag-meanFreq()" 0.14607536673
"TEST" 12 "WALKING" "fBodyBodyGyroJerkMag-mean()" -0.5611764414
"TEST" 12 "WALKING" "fBodyBodyGyroJerkMag-std()" -0.5649340126
"TEST" 12 "WALKING" "fBodyBodyGyroJerkMag-meanFreq()" 0.0777777588444
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.281521097391304
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.018084266865793
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Z" -0.10955593226087
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-X" 0.0424084916086956
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Y" 0.11083534373913
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.425017413478261
"TEST" 12 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.949861980652174
"TEST" 12 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.178702175434783
"TEST" 12 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Z" -0.0561050624630435
"TEST" 12 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-X" -0.959504017391304
"TEST" 12 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Y" -0.94329842826087
"TEST" 12 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Z" -0.935399348043478
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-X" 0.0621500251717391
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Y" -0.0119289154608696
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Z" 0.00485262425869565
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-X" 0.00631914373913043
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Y" 0.0629216671304348
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Z" -0.498655793478261
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-X" -0.112531564434783
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Y" -0.0427336692521739
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.0895434978391304
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.362143061643478
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" -0.47628774326087
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Z" -0.337806681456522
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-X" -0.0264668968652174
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0609177195869565
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0653239980021739
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.278608163891304
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.517479109130435
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.365232197456522
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyAccMag-mean()" 0.0183139429630435
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyAccMag-std()" 0.0972608274652174
"TEST" 12 "WALKING_DOWNSTAIRS" "tGravityAccMag-mean()" 0.0183139429630435
"TEST" 12 "WALKING_DOWNSTAIRS" "tGravityAccMag-std()" 0.0972608274652174
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-mean()" -0.107091019565217
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-std()" 0.0655781271934783
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyGyroMag-mean()" -0.213351510686957
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyGyroMag-std()" -0.32045862629
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.442831079130435
"TEST" 12 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std()" -0.452449935
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-X" 0.0235049348717391
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Y" 0.150510001156522
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Z" -0.402121221521739
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-X" 0.0483347068913043
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" 0.016749510173913
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.48739012673913
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-X" -0.332249174152174
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Y" 0.0793321823326087
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Z" 0.234833312645652
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-X" -0.00701472271717392
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Y" 0.00639406888695652
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Z" -0.451614324565217
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.072311431676087
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" 0.0515123126413043
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Z" -0.544461425869565
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-X" -0.212787743043478
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-Y" -0.386695904413043
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-Z" -0.0985623112521739
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-X" -0.178856167345652
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Y" -0.420631474130435
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Z" -0.212767364326087
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-X" -0.4223632375
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Y" -0.518923134565217
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Z" -0.448512990434783
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-X" -0.0548123387391304
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-Y" 0.110212109891304
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-Z" 0.0410165249913043
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyAccMag-mean()" 0.148017269434783
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyAccMag-std()" -0.105124972078261
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyAccMag-meanFreq()" 0.078615024478587
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-mean()" 0.0769968373
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-std()" 0.0420631251108696
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-meanFreq()" 0.0415244209043478
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-mean()" -0.344938419969565
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-std()" -0.423553971956522
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-meanFreq()" 0.113540447665217
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.458227490826087
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.486780424347826
"TEST" 12 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-meanFreq()" 0.0658769890173913
"TEST" 12 "WALKING_UPSTAIRS" "tBodyAcc-mean()-X" 0.272970338653846
"TEST" 12 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0263574903403846
"TEST" 12 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Z" -0.107339730115385
"TEST" 12 "WALKING_UPSTAIRS" "tBodyAcc-std()-X" -0.290149192307692
"TEST" 12 "WALKING_UPSTAIRS" "tBodyAcc-std()-Y" -0.103818259823077
"TEST" 12 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.436697425576923
"TEST" 12 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.938371473269231
"TEST" 12 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.259144202692308
"TEST" 12 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Z" -0.0702503820961538
"TEST" 12 "WALKING_UPSTAIRS" "tGravityAcc-std()-X" -0.960246289807692
"TEST" 12 "WALKING_UPSTAIRS" "tGravityAcc-std()-Y" -0.941378352307692
"TEST" 12 "WALKING_UPSTAIRS" "tGravityAcc-std()-Z" -0.938071183269231
"TEST" 12 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-X" 0.0728660813846154
"TEST" 12 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Y" -0.00689494886730769
"TEST" 12 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Z" 0.00906662793461539
"TEST" 12 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-X" -0.359856972115385
"TEST" 12 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Y" -0.311328991057692
